Date,Open,High,Low,Close,Adj Close,Volume
2021-02-18,87.250000,87.500000,85.550003,86.750000,86.052811,21328550
2021-02-19,86.699997,87.400002,82.650002,83.449997,82.779335,21997527
2021-02-22,83.750000,84.150002,79.500000,79.949997,79.307457,22954904
2021-02-23,80.099998,82.300003,80.000000,81.250000,80.597015,21166182
2021-02-24,82.099998,85.099998,81.150002,84.699997,84.019287,13585032
2021-02-25,87.000000,88.150002,85.550003,86.250000,85.556831,31750950
2021-02-26,84.900002,85.250000,82.099998,83.550003,82.878532,26936158
2021-03-01,84.650002,84.750000,82.500000,83.050003,82.382553,13016839
2021-03-02,83.500000,84.750000,82.050003,83.300003,82.630547,17089278
2021-03-03,83.699997,88.500000,83.500000,88.099998,87.391960,38195349
2021-03-04,86.699997,92.500000,85.800003,90.699997,89.971062,53425954
2021-03-05,89.900002,91.000000,85.349998,87.349998,86.647987,31006526
2021-03-08,88.199997,89.199997,85.900002,86.300003,85.606430,20432110
2021-03-09,87.199997,87.699997,84.150002,85.250000,84.564865,17158578
2021-03-10,86.000000,87.199997,84.900002,86.300003,85.606430,17414101
2021-03-12,87.250000,87.800003,84.400002,85.250000,84.564865,15241292
2021-03-15,85.650002,85.650002,81.300003,83.750000,83.076927,25969266
2021-03-16,84.099998,84.849998,82.500000,83.599998,82.928131,19001810
2021-03-17,83.650002,83.750000,79.699997,80.199997,79.555450,20684329
2021-03-18,81.000000,82.099998,76.699997,77.750000,77.125145,24059775
2021-03-19,77.300003,79.500000,74.400002,77.900002,77.273941,29696921
2021-03-22,78.000000,78.550003,76.599998,77.150002,76.529968,16327873
2021-03-23,77.500000,79.599998,77.300003,78.199997,77.571526,17739659
2021-03-24,78.000000,78.300003,75.099998,75.650002,75.042023,15165464
2021-03-25,75.199997,77.400002,72.599998,76.300003,75.686798,31628783
2021-03-26,77.099998,78.250000,76.099998,76.750000,76.133179,19263538
2021-03-30,78.000000,78.199997,75.550003,75.800003,75.190819,20728852
2021-03-31,75.750000,77.099998,75.400002,75.800003,75.190819,13984956
2021-04-01,76.449997,79.500000,76.300003,78.849998,78.216301,17948568
2021-04-05,78.849998,78.849998,74.349998,76.400002,75.785995,21409152
2021-04-06,77.000000,77.900002,75.750000,76.849998,76.232376,13469267
2021-04-07,77.050003,79.699997,76.250000,79.050003,78.414696,20909522
2021-04-08,79.150002,80.349998,77.500000,77.800003,77.174744,22333908
2021-04-09,77.800003,79.349998,77.199997,77.699997,77.075546,13319626
2021-04-12,75.000000,76.099998,70.349998,71.199997,70.627785,33673976
2021-04-13,71.500000,77.500000,71.050003,77.000000,76.381172,39859534
2021-04-15,75.000000,77.250000,74.099998,75.849998,75.240410,22121021
2021-04-16,75.949997,77.599998,75.000000,76.400002,75.785995,19511735
2021-04-19,73.750000,74.000000,71.050003,71.949997,71.371758,31167449
2021-04-20,73.150002,74.500000,71.699997,72.099998,71.520554,22445564
2021-04-22,70.199997,72.599998,70.199997,71.750000,71.173363,25187266
2021-04-23,71.449997,73.300003,71.099998,72.050003,71.470955,19721445
2021-04-26,72.750000,75.250000,72.750000,73.949997,73.355682,26114856
2021-04-27,74.050003,75.449997,73.650002,75.150002,74.546043,17179563
2021-04-28,75.150002,78.099998,75.099998,77.849998,77.224342,25111812
2021-04-29,78.599998,79.300003,76.599998,77.550003,76.926758,28600074
2021-04-30,77.050003,82.900002,76.250000,80.099998,79.456253,64129131
2021-05-03,79.500000,80.599998,77.199997,79.849998,79.208267,24276048
2021-05-04,80.599998,82.800003,79.000000,79.449997,78.811478,35216722
2021-05-05,80.449997,81.000000,79.000000,80.050003,79.406662,15530336
2021-05-06,80.500000,80.849998,78.300003,78.599998,77.968307,17472483
2021-05-07,79.500000,79.800003,77.250000,77.650002,77.025948,15173888
2021-05-10,78.300003,80.199997,77.900002,79.550003,78.910683,16982850
2021-05-11,79.000000,83.400002,78.099998,81.800003,81.142601,32415840
2021-05-12,82.300003,84.000000,80.599998,81.599998,80.944199,36316083
2021-05-14,82.449997,82.849998,79.050003,79.650002,79.009872,20951304
2021-05-17,80.800003,83.500000,77.650002,81.550003,80.894608,97918564
2021-05-18,84.000000,86.400002,83.099998,84.349998,83.672104,84550492
2021-05-19,84.300003,85.400002,83.300003,84.400002,83.721703,26551292
2021-05-20,84.699997,85.500000,82.849998,83.449997,82.779335,22471941
2021-05-21,84.050003,85.500000,83.400002,85.150002,84.465675,24025317
2021-05-24,85.750000,87.250000,84.849998,86.400002,85.705627,32717895
2021-05-25,86.849998,87.650002,85.599998,86.849998,86.152008,28803347
2021-05-26,87.199997,87.699997,86.599998,87.000000,86.300804,20844850
2021-05-27,87.000000,88.699997,86.250000,88.050003,87.342369,22886407
2021-05-28,88.849998,89.400002,87.650002,89.000000,88.284729,24897756
2021-05-31,88.800003,89.349998,87.000000,87.250000,86.548798,19382451
2021-06-01,87.300003,87.900002,85.099998,85.750000,85.060852,23672298
2021-06-02,85.750000,87.900002,85.250000,87.599998,86.895981,15917553
2021-06-03,87.949997,89.250000,87.750000,88.000000,87.292770,18196232
2021-06-04,88.099998,88.500000,86.900002,87.849998,87.143974,13270504
2021-06-07,87.900002,88.599998,87.199997,87.550003,86.846390,14273855
2021-06-08,87.599998,87.900002,86.050003,86.199997,85.507233,12959267
2021-06-09,86.400002,87.599998,83.500000,84.500000,83.820892,25076526
2021-06-10,85.000000,86.750000,84.550003,86.449997,85.755219,16619873
2021-06-11,87.000000,87.650002,85.300003,86.050003,85.358444,13388255
2021-06-14,86.050003,86.050003,83.349998,85.300003,84.614471,15538471
2021-06-15,85.750000,87.199997,85.500000,86.000000,85.308838,16132267
2021-06-16,86.000000,86.699997,84.750000,84.949997,84.267273,13901357
2021-06-17,84.500000,86.449997,84.250000,85.349998,84.664063,21189940
2021-06-18,85.750000,86.000000,81.250000,83.849998,83.176117,20269918
2021-06-21,82.699997,85.599998,81.900002,85.349998,84.664063,14830152
2021-06-22,85.800003,86.599998,84.300003,84.599998,83.920090,17222313
2021-06-23,85.099998,86.349998,84.599998,84.800003,84.118484,13567339
2021-06-24,85.250000,85.400002,84.050003,84.849998,84.168083,12288877
2021-06-25,85.150002,86.199997,84.849998,85.750000,85.060852,14215718
2021-06-28,86.199997,88.099998,85.900002,87.349998,86.647987,17814231
2021-06-29,87.449997,87.750000,86.000000,86.500000,85.804825,17100260
2021-06-30,87.000000,87.550003,86.449997,87.099998,86.400002,14367650
2021-07-01,86.800003,86.900002,85.800003,86.000000,86.000000,8653163
2021-07-02,86.199997,86.300003,84.900002,85.300003,85.300003,10597712
2021-07-05,85.650002,87.550003,85.300003,87.250000,87.250000,17005014
2021-07-06,87.400002,88.500000,86.500000,86.900002,86.900002,19807149
2021-07-07,86.900002,86.900002,85.349998,86.300003,86.300003,12472836
2021-07-08,86.500000,87.800003,85.500000,86.050003,86.050003,14929358
